"","car_brand","car_model","car_name","production_year","body_type","drive_wheels","engine_displacement","number_of_cylinders","transmission_type","horse_power","fuel_type","seat_capacity","price_new"
"14401","TOYOTA","Prius","TOYOTA Prius",2010,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,26220
"14402","LEXUS","RX 400","LEXUS RX 400",2008,"SUV","AWD",3.3,6,"automatic",248,"hybrid",5,45396
"14403","MERCEDES-BENZ","C 200","MERCEDES-BENZ C 200",1995,"Sedan","RWD",2,4,"manual",150,"cng",5,35880
"14404","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2014,"SUV","AWD",3,6,"automatic",225,"diesel",5,41736
"14405","HONDA","FIT","HONDA FIT",2012,"Hatchback","FWD",1.5,4,"tiptronic",112,"hybrid",5,24408
"14406","FORD","Transit","FORD Transit",1997,"Minivan","RWD",2.5,4,"manual",188,"diesel",5,43008
"14407","TOYOTA","Aqua","TOYOTA Aqua",2018,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,23112
"14408","HYUNDAI","Veloster","HYUNDAI Veloster",2015,"Hatchback","FWD",1.6,4,"tiptronic",120,"petrol",5,24200
"14409","SSANGYONG","REXTON","SSANGYONG REXTON",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"14410","TOYOTA","Camry XLE","TOYOTA Camry XLE",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"14411","TOYOTA","Prius","TOYOTA Prius",2009,"Hatchback","FWD",1.8,6,"tiptronic",135,"hybrid",5,26448
"14412","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"14413","NISSAN","Juke","NISSAN Juke",2013,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35840
"14414","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32560
"14415","TOYOTA","Prius","TOYOTA Prius",2008,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25272
"14416","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33448
"14417","NISSAN","Juke","NISSAN Juke",2014,"SUV","FWD",1.6,4,"tiptronic",120,"petrol",5,35520
"14418","VOLKSWAGEN","Golf","VOLKSWAGEN Golf",2000,"Wagon","FWD",2,4,"automatic",150,"petrol",5,33250
"14419","HONDA","Insight","HONDA Insight",2011,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23712
"14420","VOLKSWAGEN","Jetta se","VOLKSWAGEN Jetta se",2014,"Sedan","FWD",2,4,"automatic",150,"petrol",5,28860
"14421","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2013,"Sedan","FWD",2,4,"manual",150,"diesel",5,29120
"14422","HYUNDAI","Sonata","HYUNDAI Sonata",2011,"Sedan","FWD",2,4,"automatic",150,"petrol",5,31464
"14423","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33448
"14424","MINI","Cooper","MINI Cooper",2014,"Wagon","FWD",1.6,4,"manual",120,"petrol",5,27750
"14425","FORD","Focus","FORD Focus",2013,"Hatchback","FWD",2,4,"automatic",150,"petrol",5,26432
"14426","TOYOTA","Prius","TOYOTA Prius",2010,"Hatchback","FWD",1.8,4,"tiptronic",135,"hybrid",5,26220
"14427","HONDA","FIT","HONDA FIT",2012,"Sedan","FWD",1.5,4,"automatic",112,"petrol",5,28928
"14428","SSANGYONG","Actyon","SSANGYONG Actyon",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"14429","AUDI","Allroad Allroad","AUDI Allroad Allroad",2013,"Wagon","AWD",2,6,"tiptronic",150,"diesel",5,28000
"14430","TOYOTA","Aqua","TOYOTA Aqua",2012,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24408
"14431","HYUNDAI","Elantra","HYUNDAI Elantra",2014,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,29748
"14432","TOYOTA","Prius","TOYOTA Prius",2013,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30016
"14433","LEXUS","GX 470","LEXUS GX 470",2008,"SUV","AWD",4.7,8,"automatic",352,"petrol",5,51948
"14434","LEXUS","RX 450","LEXUS RX 450",2010,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,45540
"14435","TOYOTA","CHR","TOYOTA CHR",2019,"SUV","FWD",2,4,"automatic",150,"petrol",5,35616
"14436","FORD","Mustang","FORD Mustang",2015,"Sedan","RWD",3.7,6,"tiptronic",278,"petrol",5,37840
"14437","JAGUAR","XF","JAGUAR XF",2008,"Sedan","RWD",4.2,6,"tiptronic",315,"petrol",5,42588
"14438","HYUNDAI","Elantra","HYUNDAI Elantra",2011,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29640
"14439","HONDA","Elysion","HONDA Elysion",2006,"Minivan","FWD",2.4,4,"automatic",180,"lpg",5,39508
"14440","HYUNDAI","Sonata","HYUNDAI Sonata",2014,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30636
"14441","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","RWD",3,6,"automatic",225,"diesel",5,36024
"14442","DODGE","Avenger","DODGE Avenger",2011,"Sedan","FWD",2.4,4,"automatic",180,"petrol",5,33288
"14443","HYUNDAI","Santa FE","HYUNDAI Santa FE",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"14444","MERCEDES-BENZ","E 220","MERCEDES-BENZ E 220",2001,"Sedan","RWD",2.2,4,"manual",165,"diesel",5,35216
"14445","MERCEDES-BENZ","220","MERCEDES-BENZ 220",2004,"Minivan","FWD",2.2,4,"automatic",165,"diesel",5,39204
"14446","FORD","C-MAX","FORD C-MAX",2014,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25308
"14447","NISSAN","Juke","NISSAN Juke",2015,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35200
"14448","SUBARU","Forester","SUBARU Forester",2002,"Wagon","AWD",2,4,"tiptronic",150,"lpg",5,30750
"14449","HYUNDAI","Elantra","HYUNDAI Elantra",2007,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,30680
"14450","NISSAN","X-Trail","NISSAN X-Trail",2004,"SUV","FWD",2,4,"automatic",150,"cng",5,40656
"14451","HYUNDAI","Sonata","HYUNDAI Sonata",2010,"Sedan","FWD",2,4,"automatic",150,"petrol",5,31740
"14452","TOYOTA","Aqua sport","TOYOTA Aqua sport",2012,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24408
"14453","OPEL","Vectra","OPEL Vectra",1995,"Hatchback","FWD",1.8,4,"manual",135,"petrol",5,29640
"14454","HYUNDAI","Sonata","HYUNDAI Sonata",2012,"Sedan","FWD",2.4,4,"automatic",180,"hybrid",5,32996
"14455","HONDA","FIT","HONDA FIT",2013,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24192
"14456","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"14457","TOYOTA","Corolla","TOYOTA Corolla",2019,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,28408
"14458","VOLKSWAGEN","Tiguan","VOLKSWAGEN Tiguan",2016,"SUV","FWD",2,4,"tiptronic",150,"petrol",5,36624
"14459","OPEL","Vectra b","OPEL Vectra b",1997,"Sedan","FWD",1.6,4,"manual",120,"cng",5,33280
"14460","HYUNDAI","Sonata","HYUNDAI Sonata",2012,"Sedan","FWD",2.4,4,"tiptronic",180,"hybrid",5,32996
"14461","NISSAN","Almera dci","NISSAN Almera dci",2004,"Hatchback","FWD",1.6,4,"manual",120,"diesel",5,26620
"14462","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2005,"Sedan","RWD",2,6,"automatic",150,"petrol",5,31200
"14463","SUBARU","XV","SUBARU XV",2014,"SUV","AWD",2,4,"automatic",150,"petrol",5,37296
"14464","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30912
"14465","KIA","Cerato","KIA Cerato",2017,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,28080
"14466","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,29120
"14467","FORD","Focus","FORD Focus",2014,"Hatchback","FWD",2,4,"automatic",150,"petrol",5,26196
"14468","HYUNDAI","Tucson","HYUNDAI Tucson",2017,"SUV","AWD",2.5,4,"tiptronic",188,"petrol",5,34560
"14469","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"petrol",5,34880
"14470","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2.4,4,"automatic",180,"petrol",5,32704
"14471","MITSUBISHI","Pajero IO","MITSUBISHI Pajero IO",2001,"SUV","AWD",2,4,"manual",150,"petrol",5,41664
"14472","LEXUS","GX 460","LEXUS GX 460",2013,"Sedan","AWD",4.6,8,"automatic",345,"petrol",5,42560
"14473","HONDA","Insight","HONDA Insight",2011,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23712
"14474","MERCEDES-BENZ","GLC 300 GLC coupe","MERCEDES-BENZ GLC 300 GLC coupe",2017,"SUV","AWD",2.5,8,"tiptronic",188,"petrol",5,34560
"14475","HYUNDAI","Tucson","HYUNDAI Tucson",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"14476","TOYOTA","Camry","TOYOTA Camry",2019,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,31376
"14477","SUBARU","Impreza Sport","SUBARU Impreza Sport",2018,"Hatchback","AWD",2,4,"manual",150,"petrol",5,25252
"14478","TOYOTA","RAV 4","TOYOTA RAV 4",2006,"SUV","AWD",2.5,4,"manual",188,"diesel",5,38080
"14479","TOYOTA","Avalon","TOYOTA Avalon",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"hybrid",5,33152
"14480","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29120
"14481","SSANGYONG","Actyon","SSANGYONG Actyon",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"14482","FORD","Transit","FORD Transit",2000,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,37500
"14483","TOYOTA","Prius","TOYOTA Prius",2008,"Sedan","FWD",1.5,4,"variator",112,"hybrid",5,29952
"14484","VOLKSWAGEN","Golf","VOLKSWAGEN Golf",1988,"Hatchback","FWD",1.6,4,"manual",120,"petrol",5,30140
"14485","CHEVROLET","Camaro","CHEVROLET Camaro",2017,"Coupe","RWD",2,4,"automatic",150,"petrol",4,31968
"14486","NISSAN","X-Terra","NISSAN X-Terra",2003,"SUV","AWD",3.3,6,"automatic",248,"petrol",5,47336
"14487","TOYOTA","Tacoma","TOYOTA Tacoma",2014,"Sedan","RWD",4,6,"automatic",300,"petrol",5,39516
"14488","FIAT","500","FIAT 500",2007,"Coupe","FWD",2,4,"manual",150,"diesel",4,33040
"14489","MERCEDES-BENZ","E 300","MERCEDES-BENZ E 300",2017,"Sedan","RWD",2,4,"automatic",150,"petrol",5,29808
"14490","DODGE","Challenger","DODGE Challenger",2013,"Coupe","RWD",3.6,2,"manual",270,"petrol",4,40320
"14491","HYUNDAI","Elantra","HYUNDAI Elantra",2010,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29900
"14492","TOYOTA","Tacoma","TOYOTA Tacoma",2019,"Sedan","RWD",3.5,6,"automatic",262,"petrol",5,35616
"14493","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2015,"Sedan","FWD",2,4,"automatic",150,"petrol",5,28600
"14494","KIA","Ceed","KIA Ceed",2008,"Sedan","FWD",2,4,"manual",150,"diesel",5,30420
"14495","HYUNDAI","Elantra","HYUNDAI Elantra",2012,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30284
"14496","TOYOTA","Highlander","TOYOTA Highlander",2012,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,44748
"14497","AUDI","A7","AUDI A7",2014,"Hatchback","AWD",3,6,"automatic",225,"petrol",5,30636
"14498","MERCEDES-BENZ","C 180","MERCEDES-BENZ C 180",1996,"Sedan","RWD",1.8,4,"manual",135,"petrol",5,34572
"14499","TOYOTA","Prius","TOYOTA Prius",2016,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,23544
"14500","MERCEDES-BENZ","E 280","MERCEDES-BENZ E 280",1994,"Sedan","RWD",2.8,6,"manual",210,"petrol",5,40348
"14501","SSANGYONG","Korando","SSANGYONG Korando",2013,"SUV","FWD",2,4,"automatic",150,"petrol",5,37632
"14502","DAEWOO","Lacetti","DAEWOO Lacetti",2010,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29900
"14503","VOLKSWAGEN","Tiguan","VOLKSWAGEN Tiguan",2014,"SUV","AWD",2,4,"automatic",150,"petrol",5,37296
"14504","TOYOTA","Prius","TOYOTA Prius",2013,"Hatchback","FWD",1.8,4,"automatic",135,"petrol",5,25536
"14505","NISSAN","Micra","NISSAN Micra",2006,"Sedan","FWD",1.3,6,"manual",98,"petrol",5,29512
"14506","LEXUS","RX 450","LEXUS RX 450",2008,"SUV","FWD",3.5,6,"automatic",262,"hybrid",5,46332
"14507","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","AWD",3.5,6,"tiptronic",262,"petrol",5,38304
"14508","FORD","Transit","FORD Transit",2001,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,37200
"14509","HONDA","Cr-v","HONDA Cr-v",2000,"SUV","AWD",2,4,"automatic",150,"cng",5,42000
"14510","TOYOTA","Prius","TOYOTA Prius",2008,"Sedan","RWD",1.5,4,"automatic",112,"petrol",5,29952
"14511","TOYOTA","Aqua","TOYOTA Aqua",2012,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,24408
"14512","FORD","Transit Connect","FORD Transit Connect",2012,"Sedan","FWD",2,4,"automatic",150,"petrol",5,31188
"14513","TOYOTA","Tacoma","TOYOTA Tacoma",2013,"Sedan","AWD",4,6,"automatic",300,"petrol",5,39872
"14514","MERCEDES-BENZ","Vito","MERCEDES-BENZ Vito",2012,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,33900
"14515","VOLKSWAGEN","Passat","VOLKSWAGEN Passat",2003,"Sedan","FWD",2,4,"automatic",150,"petrol",5,31720
"14516","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"14517","OPEL","Omega b","OPEL Omega b",1997,"Sedan","RWD",2,4,"automatic",150,"cng",5,35328
"14518","KIA","Optima","KIA Optima",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30912
"14519","PORSCHE","Cayenne","PORSCHE Cayenne",2013,"SUV","AWD",3,6,"automatic",225,"diesel",5,42112
"14520","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"14521","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,33152
"14522","BMW","X6","BMW X6",2012,"SUV","AWD",4.4,8,"automatic",330,"petrol",5,48816
"14523","AUDI","A6","AUDI A6",2015,"Sedan","AWD",3,6,"automatic",225,"petrol",5,34760
"14524","PORSCHE","911","PORSCHE 911",2005,"Coupe","RWD",3.8,6,"tiptronic",285,"petrol",4,44160
"14525","MAZDA","Demio","MAZDA Demio",2013,"Hatchback","FWD",1.2,4,"automatic",90,"petrol",5,22848
"14526","NISSAN","Juke","NISSAN Juke",2015,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35200
"14527","TOYOTA","Prius","TOYOTA Prius",2010,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,26220
"14528","MITSUBISHI","Outlander","MITSUBISHI Outlander",2012,"SUV","FWD",2,4,"tiptronic",150,"petrol",5,37968
"14529","HYUNDAI","Elantra","HYUNDAI Elantra",2017,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,28080
"14530","TOYOTA","Aqua","TOYOTA Aqua",2013,"Sedan","FWD",1.5,4,"automatic",112,"hybrid",5,28672
"14531","TOYOTA","RAV 4","TOYOTA RAV 4",2017,"SUV","AWD",2.5,4,"automatic",188,"petrol",5,38448
"14532","CHEVROLET","Captiva","CHEVROLET Captiva",2008,"SUV","FWD",2,4,"automatic",150,"diesel",5,39312
"14533","BMW","X4","BMW X4",2015,"SUV","AWD",2,4,"automatic",150,"petrol",5,36960
"14534","CHEVROLET","Orlando","CHEVROLET Orlando",2012,"SUV","FWD",2,4,"automatic",150,"diesel",5,37968
"14535","CHEVROLET","Malibu","CHEVROLET Malibu",2014,"Sedan","FWD",2,4,"automatic",150,"diesel",5,30636
"14536","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2005,"Sedan","FWD",2.5,5,"tiptronic",188,"cng",5,35520
"14537","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"14538","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"14539","SSANGYONG","Actyon","SSANGYONG Actyon",2010,"Sedan","FWD",2,4,"automatic",150,"diesel",5,31740
"14540","HYUNDAI","Elantra","HYUNDAI Elantra",2011,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29640
"14541","HYUNDAI","Accent","HYUNDAI Accent",2012,"Sedan","FWD",1.4,4,"manual",105,"petrol",5,28476
"14542","MERCEDES-BENZ","Vito","MERCEDES-BENZ Vito",2012,"Minivan","FWD",2.4,4,"manual",180,"diesel",5,33900
"14543","SSANGYONG","REXTON","SSANGYONG REXTON",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"14544","TOYOTA","Aqua","TOYOTA Aqua",2012,"Sedan","FWD",1.5,4,"automatic",112,"petrol",5,28928
"14545","TOYOTA","Prius","TOYOTA Prius",2015,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25080
"14546","TOYOTA","Prius","TOYOTA Prius",2014,"Hatchback","FWD",1.8,4,"automatic",135,"plug-in hybrid",5,25308
"14547","LEXUS","GX 470","LEXUS GX 470",2008,"SUV","AWD",4.7,8,"automatic",352,"petrol",5,51948
"14548","VOLKSWAGEN","CC","VOLKSWAGEN CC",2013,"Sedan","FWD",3.6,8,"automatic",270,"petrol",5,38080
"14549","VOLKSWAGEN","Touareg","VOLKSWAGEN Touareg",2004,"SUV","AWD",2.5,6,"tiptronic",188,"diesel",5,43076
"14550","MERCEDES-BENZ","GLE 350","MERCEDES-BENZ GLE 350",2017,"SUV","AWD",3.5,6,"automatic",262,"petrol",5,42768
"14551","HONDA","Insight","HONDA Insight",2010,"Hatchback","FWD",1.3,4,"tiptronic",98,"hybrid",5,23920
"14552","SSANGYONG","Korando","SSANGYONG Korando",2012,"SUV","FWD",2,4,"automatic",150,"diesel",5,37968
"14553","ACURA","TSX","ACURA TSX",2010,"Sedan","FWD",2.4,4,"automatic",180,"petrol",5,33580
"14554","HYUNDAI","Veloster","HYUNDAI Veloster",2013,"Sedan","FWD",1.6,4,"tiptronic",120,"petrol",5,29120
"14555","CHEVROLET","Malibu","CHEVROLET Malibu",2015,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30360
"14556","VOLKSWAGEN","Bora","VOLKSWAGEN Bora",2000,"Sedan","FWD",2,4,"manual",150,"diesel",5,32500
"14557","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"Hatchback","FWD",1.8,4,"tiptronic",135,"petrol",5,25536
"14558","CHEVROLET","Impala","CHEVROLET Impala",2016,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32264
"14559","FORD","Mustang","FORD Mustang",2014,"Coupe","RWD",3.7,6,"tiptronic",278,"petrol",4,40404
"14560","SSANGYONG","REXTON","SSANGYONG REXTON",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"14561","TOYOTA","Ist","TOYOTA Ist",2009,"Hatchback","FWD",1.8,4,"tiptronic",135,"petrol",5,26448
"14562","MERCEDES-BENZ","Sprinter","MERCEDES-BENZ Sprinter",1998,"Minivan","RWD",2.4,5,"manual",180,"diesel",5,38100
"14563","AUDI","Q5","AUDI Q5",2011,"SUV","AWD",2,4,"automatic",150,"petrol",5,38304
"14564","HYUNDAI","Tucson","HYUNDAI Tucson",2018,"SUV","FWD",1.6,4,"automatic",120,"petrol",5,34240
"14565","BMW","X5","BMW X5",2003,"SUV","AWD",2.5,6,"tiptronic",188,"diesel",5,39040
"14566","TOYOTA","Prius","TOYOTA Prius",2008,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25272
"14567","NISSAN","Note","NISSAN Note",2005,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,25920
"14568","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33152
"14569","CHEVROLET","Cruze","CHEVROLET Cruze",2012,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,29380
"14570","NISSAN","Skyline","NISSAN Skyline",2003,"Sedan","AWD",2.5,6,"tiptronic",188,"petrol",5,36112
"14571","MERCEDES-BENZ","S 430","MERCEDES-BENZ S 430",2003,"Sedan","AWD",4.3,8,"tiptronic",322,"petrol",5,44896
"14572","CHEVROLET","Orlando","CHEVROLET Orlando",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"14573","TOYOTA","Camry","TOYOTA Camry",2008,"Sedan","FWD",2.4,4,"variator",180,"hybrid",5,34164
"14574","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33152
"14575","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2004,"SUV","AWD",3.5,6,"tiptronic",262,"lpg",5,47916
"14576","HYUNDAI","Tucson","HYUNDAI Tucson",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"14577","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33448
"14578","BMW","X5","BMW X5",2013,"Sedan","AWD",3,6,"automatic",225,"diesel",5,35392
"14579","HONDA","Inspire","HONDA Inspire",2003,"Sedan","FWD",3,6,"tiptronic",225,"cng",5,38552
"14580","MERCEDES-BENZ","C 200","MERCEDES-BENZ C 200",2001,"Sedan","RWD",2,4,"manual",150,"petrol",5,34224
"14581","HONDA","FIT","HONDA FIT",2010,"Hatchback","FWD",1.3,4,"manual",98,"petrol",5,23920
"14582","MERCEDES-BENZ","Sprinter","MERCEDES-BENZ Sprinter",2002,"Minivan","RWD",2.4,5,"manual",180,"diesel",5,36900
"14583","TOYOTA","Prius","TOYOTA Prius",2007,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25488
"14584","HYUNDAI","Sonata","HYUNDAI Sonata",2014,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30636
"14585","HYUNDAI","Veloster","HYUNDAI Veloster",2013,"Hatchback","FWD",1.6,4,"automatic",120,"petrol",5,24640
"14586","SSANGYONG","Korando","SSANGYONG Korando",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"14587","JEEP","Liberty","JEEP Liberty",2008,"SUV","AWD",3.7,6,"automatic",278,"lpg",5,47268
"14588","HYUNDAI","Elantra","HYUNDAI Elantra",2016,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,29212
"14589","HYUNDAI","Santa FE","HYUNDAI Santa FE",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"14590","HYUNDAI","Sonata","HYUNDAI Sonata",2017,"Sedan","FWD",2,4,"automatic",150,"lpg",5,29808
"14591","NISSAN","Juke","NISSAN Juke",2013,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35840
"14592","FORD","Fusion hybrid","FORD Fusion hybrid",2014,"Sedan","FWD",2,4,"variator",150,"hybrid",5,30636
"14593","HONDA","Civic","HONDA Civic",2017,"Sedan","FWD",1.5,4,"automatic",112,"petrol",5,27648
"14594","TOYOTA","RAV 4","TOYOTA RAV 4",2013,"SUV","AWD",2.5,4,"automatic",188,"petrol",5,39872
"14595","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"14596","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"14597","SUBARU","Forester","SUBARU Forester",2016,"SUV","AWD",2.5,4,"automatic",188,"petrol",5,38804
"14598","TOYOTA","Tacoma","TOYOTA Tacoma",2014,"SUV","RWD",2.7,4,"automatic",202,"petrol",5,40404
"14599","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","AWD",3.5,6,"automatic",262,"petrol",5,38640
"14600","KIA","Optima","KIA Optima",2016,"Sedan","FWD",2.4,4,"tiptronic",180,"petrol",5,31828
"14601","TOYOTA","Tacoma","TOYOTA Tacoma",2012,"Sedan","RWD",2.7,4,"automatic",202,"petrol",5,34352
"14602","TOYOTA","Tacoma","TOYOTA Tacoma",2019,"Sedan","AWD",3.5,6,"automatic",262,"petrol",5,35616
"14603","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",1990,"Sedan","FWD",1.8,4,"manual",135,"cng",5,36180
"14604","BMW","335","BMW 335",2009,"Sedan","RWD",2,6,"tiptronic",150,"petrol",5,30160
"14605","SUBARU","Forester","SUBARU Forester",2005,"SUV","AWD",2,4,"automatic",150,"petrol",5,40320
"14606","HYUNDAI","Tucson","HYUNDAI Tucson",2015,"SUV","FWD",2,4,"automatic",150,"petrol",5,36960
"14607","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2013,"Sedan","FWD",2.5,5,"automatic",188,"diesel",5,33152
"14608","MERCEDES-BENZ","Vito 111","MERCEDES-BENZ Vito 111",2008,"Sedan","RWD",2,4,"manual",150,"diesel",5,30420
"14609","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33448
"14610","HYUNDAI","Tucson","HYUNDAI Tucson",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"14611","LEXUS","CT 200h","LEXUS CT 200h",2014,"Wagon","FWD",1.8,4,"automatic",135,"hybrid",5,28638
"14612","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33448
"14613","TOYOTA","Highlander","TOYOTA Highlander",2012,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,44748
"14614","HYUNDAI","Sonata","HYUNDAI Sonata",2013,"Sedan","FWD",2.4,4,"tiptronic",180,"petrol",5,32704
"14615","MITSUBISHI","Pajero","MITSUBISHI Pajero",2000,"SUV","AWD",3.5,6,"tiptronic",262,"cng",5,49500
"14616","TOYOTA","Camry sport","TOYOTA Camry sport",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,33152
"14617","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","RWD",6.2,8,"automatic",465,"petrol",5,51060
"14618","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32856
"14619","VAZ","2105","VAZ 2105",2008,"Sedan","RWD",1.6,4,"manual",120,"petrol",5,30420
"14620","FORD","Escape","FORD Escape",2014,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35520
"14621","CHEVROLET","Captiva","CHEVROLET Captiva",2008,"SUV","FWD",2,4,"automatic",150,"diesel",5,39312
